lote;SKU;descripción;piezas;volumen
3124123867;1178358;TRU UL C2 S/F 4324x1220x15/1RA/TA64L2;64;5,064
3124002546;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;0;0,001
3124179745;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;45;3,985
3124198333;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;12;1,063
3124198337;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;33;2,923
3124199874;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;18;1,594
3124199931;1178360;TRU UL C2 S/F 5185x1220x14/1RA/TA69;69;6,111
3123950649;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;1;0,046
3124172716;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;1;0,046
3124200080;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;39;1,829
3124200082;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;21;0,985
3124200085;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;68;3,188
3124200086;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;48;2,251
3124200105;1178362;TRU LI C2 S/F 4270x1220x9/1RA/TA108;108;5,064
3123980372;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;1;0,053
3123980390;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;0;0,001
3124048168;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;108;5,787
3124048175;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;84;4,501
3124048213;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;108;5,787
3124048221;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;5;0,268
3124048222;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;61;3,269
3124048227;1178363;TRU LI C2 S/F 4880x1220x9/1RA/TA108;108;5,787
3124121066;1178369;TRU UL C2 S/F 5185x1220x12/1RA/TA78;1;0,075
3124193584;1178369;TRU UL C2 S/F 5185x1220x12/1RA/TA78;78;5,921
3124193586;1178369;TRU UL C2 S/F 5185x1220x12/1RA/TA78;78;5,921
3124193603;1178369;TRU UL C2 S/F 5185x1220x12/1RA/TA78;78;5,921
3124193614;1178369;TRU UL C2 S/F 5185x1220x12/1RA/TA78;69;5,238
3123956182;1178374;TRU UL C2 S/F 5185x1220x30/1RA/TA30;11;2,087
3124066361;1178374;TRU UL C2 S/F 5185x1220x30/1RA/TA30;20;3,795
3124066401;1178374;TRU UL C2 S/F 5185x1220x30/1RA/TA30;1;0,189
3123896022;1178375;TRU LI C2 S/F 4880x1220x10/1RA/TA96;54;3,215
3123896035;1178375;TRU LI C2 S/F 4880x1220x10/1RA/TA96;58;3,453
3124072443;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;0;0,001
3124088550;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;1;0,094
3124090103;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;0;0,001
3124100213;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;1;0,094
3124115819;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;0;0,001
3124115831;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;1;0,094
3124124174;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;64;6,073
3124124178;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;64;6,073
3124124190;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;64;6,073
3124124192;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;64;6,073
3124193783;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;3;0,285
3124214433;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;8;0,759
3124214442;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;64;6,073
3124214447;1178379;TRU UL C2 S/F 5185x1220x15/1RA/TA64;48;4,555
3123786960;1178380;TRU UL C2 S/F 4324x1220x12/1RA/TA78;0;0,001
3124106034;1178381;TRU UL C2 S/F 4376x1220x15/1RA/TA64;64;5,125
3124073687;1274922;TRU LI C2 4900x1220x17/1RA/TA-RIP54;54;5,488
3124073701;1274922;TRU LI C2 4900x1220x17/1RA/TA-RIP54;54;5,488
3124073702;1274922;TRU LI C2 4900x1220x17/1RA/TA-RIP54;54;5,488
3124073703;1274922;TRU LI C2 4900x1220x17/1RA/TA-RIP54;54;5,488
3124073711;1274922;TRU LI C2 4900x1220x17/1RA/TA-RIP54;54;5,488
3123846030;1278137;TRU UL C2 MOL 2440x1524x12/1RA/TA66;66;2,945
3124061465;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;0;0,001
3124174405;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;8;0,524
3124219121;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219148;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219149;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219150;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219157;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219159;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;18;1,179
3124219182;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3124219185;1598610;TRU UL C2 S/F 4880x1220x11/1RA/TA78;78;5,108
3123821133;1619237;TRU UL C2 3050x1220x18/1RA/TA54;1;0,066
3124168366;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;23;2,18
3124191737;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;54;5,118
3124191742;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;54;5,118
3124191751;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;31;2,938
3124191752;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;31;2,938
3124191763;1630154;TRU UL C2 S/F 4570x1220x17/1RA/TA54;32;3,033
3124048681;1636605;TRU UL C2 S/F 4880x1220x29/1RA/TA30;15;2,59
3124057562;1643189;TRU UL C2 S/F4475x1220x18/1RA/TA54L2;3;0,295
3124057563;1643189;TRU UL C2 S/F4475x1220x18/1RA/TA54L2;54;5,307
3123726030;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;33;4,593
3124171293;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171294;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171298;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171300;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171304;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171305;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171315;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;12;1,67
3124171316;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124171322;1645163;TRU UL C2 S/F 5185x1220x22/1RA/TA44;44;6,123
3124170350;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;30;2,847
3124170361;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;35;3,321
3124170392;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;35;3,321
3124170393;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;35;3,321
3124170412;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;35;3,321
3124170416;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;35;3,321
3124192199;1655064;TRU LI C2 S/F 5185x1220x15/1RA/TA35;32;3,036
3124154148;1678693;TRU LI C2 4880x1220x15/1RA/TA37;36;3,215
3124154149;1678693;TRU LI C2 4880x1220x15/1RA/TA37;36;3,215
3124170279;1678693;TRU LI C2 4880x1220x15/1RA/TA37;37;3,304
3124170283;1678693;TRU LI C2 4880x1220x15/1RA/TA37;37;3,304
3124170284;1678693;TRU LI C2 4880x1220x15/1RA/TA37;37;3,304
3124170289;1678693;TRU LI C2 4880x1220x15/1RA/TA37;37;3,304
3124178418;1678693;TRU LI C2 4880x1220x15/1RA/TA37;2;0,179
3124178441;1678693;TRU LI C2 4880x1220x15/1RA/TA37;17;1,518
3124044471;1757700;TRU UL C2 4880x1220x20/1RA/TA48;1;0,117
3124068465;1757707;TRU UL C2 5185x1220x15/1RA/TA63;42;3,985
3123740255;1762761;TRU UL C2 2160X1524X17/1RA/TA64;8;0,448
3124078488;1764691;TRU ST C2 S/F 2076x1220x17/1RA/TA54;54;2,325
3124078489;1764691;TRU ST C2 S/F 2076x1220x17/1RA/TA54;38;1,636
3124078490;1764691;TRU ST C2 S/F 2076x1220x17/1RA/TA54;40;1,722
3124078491;1764691;TRU ST C2 S/F 2076x1220x17/1RA/TA54;12;0,517
3124078492;1764691;TRU ST C2 S/F 2076x1220x17/1RA/TA54;54;2,325
3123845807;1764692;TRU ST C2 S/F 2482x1220x17/1RA/TA54;13;0,669
3124078446;1764692;TRU ST C2 S/F 2482x1220x17/1RA/TA54;54;2,78
3124078449;1764692;TRU ST C2 S/F 2482x1220x17/1RA/TA54;24;1,236
3124164663;1790259;TRU UL C2 S/F 2185x1220x15/1RA/TA64;53;2,119
3124177800;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;18;0,712
3124177801;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177803;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177831;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;28;1,107
3124177840;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177842;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177843;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;20;0,791
3124177844;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177845;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177852;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;16;0,632
3124177853;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124177862;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214715;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214716;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214717;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214719;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214726;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3124214727;1790263;TRU UL C2 S/F 2160x1220x15/1RA/TA64;64;2,53
3123743984;1790264;TRU UL C2 S/F 3050x1220x15/1RA/TA64;1;0,055
3124219246;1790267;TRU LI 2440x1220x15/1RA/TA62;23;1,027
3123913383;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;1;0,088
3123913386;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;1;0,089
3123913396;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;26;2,322
3124152501;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;20;1,786
3124152504;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;4;0,357
3124191303;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;50;4,465
3124191304;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;50;4,465
3124191307;1796945;TRU UL C2 S/F 3660x1220x20/1RA/TA50;50;4,465
3124218915;1847272;TRU UL C2 S/F 4880x1170x12/1RA/TA78;78;5,344
3124218916;1847272;TRU UL C2 S/F 4880x1170x12/1RA/TA78;78;5,344
3124220121;1849508;TRU UL C2 S/F 5185x1220x19/1RA/TA49;49;5,889
3124220125;1849508;TRU UL C2 S/F 5185x1220x19/1RA/TA49;49;5,889
3623236203;788338;TABLILLA PARA MOLD. MDF 2135x41x15 MM;1;0,001
3623292846;788371;TABLILLA PARA MOLD. MDF 2135x58x15 MM;1270;2,359
3623251816;788463;TABLILLA PARA MOLD. MDF 2159x58x15 MM;271;0,488
3623294343;788507;TABLILLA PARA MOLD. MDF 2160x58x15 MM;1320;2,481
3623294374;788507;TABLILLA PARA MOLD. MDF 2160x58x15 MM;1160;2,18
3623291369;788571;TABLILLA PARA MOLD. MDF 2185x83x15 MM;924;2,514
3623291373;788571;TABLILLA PARA MOLD. MDF 2185x83x15 MM;714;1,942
3623192519;788573;TABLILLA PARA MOLD. MDF 2185x84x15 MM;1;0,003
3623192524;788573;TABLILLA PARA MOLD. MDF 2185x84x15 MM;1;0,003
3623282290;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1135;5,313
3623282301;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1135;5,313
3623282309;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1189;5,566
3623282315;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1135;5,313
3623282323;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1135;5,313
3623282422;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;1081;5,06
3623282426;788715;TABLILLA PARA MOLD. MDF 2440x128x15 MM;324;1,518
3623148626;788725;TABLILLA PARA MOLD. MDF 2440x134x14 MM;1;0,005
3623292746;788812;TABLILLA PARA MOLD. MDF 2440x286x17 MM;128;1,518
3623194141;788878;TABLILLA PARA MOLD. MDF 2440x64x18 MM;1;0,003
3623231134;788944;TABLILLA PARA MOLD. MDF 2440x83x14 MM;1;0,003
3623272909;788977;TABLILLA PARA MOLD. MDF 2440x89x17 MM;1404;5,183
3623272929;788977;TABLILLA PARA MOLD. MDF 2440x89x17 MM;1404;5,183
3623303227;789049;TABLILLA PARA MOLD. MDF 2590x83x15 MM;1766;5,688
3623303235;789049;TABLILLA PARA MOLD. MDF 2590x83x15 MM;1794;5,778
3623185431;789152;TABLILLA PARA MOLD. MDF 3660x109x14 MM;1;0,006
3623267237;789205;TABLILLA PARA MOLD. MDF 3660x140x15 MM;384;2,951
3623267242;789205;TABLILLA PARA MOLD. MDF 3660x140x15 MM;240;1,845
3623270959;789462;TABLILLA PARA MOLD. MDF 4270x58x17 MM;1080;4,547
3623293083;789467;TABLILLA PARA MOLD. MDF 4270x59x15 MM;1260;4,761
3623293085;789467;TABLILLA PARA MOLD. MDF 4270x59x15 MM;420;1,587
3623257880;789485;TABLILLA PARA MOLD. MDF 4270x71x12 MM;1;0,004
3623302577;789503;TABLILLA PARA MOLD. MDF 4270x83x12 MM;1173;4,984
3623302588;789503;TABLILLA PARA MOLD. MDF 4270x83x12 MM;1171;4,976
3623302594;789503;TABLILLA PARA MOLD. MDF 4270x83x12 MM;1131;4,806
3623302447;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;990;5,226
3623302467;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;945;4,988
3623302473;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;945;4,988
3623302477;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;945;4,988
3623302483;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;945;4,988
3623302643;789593;TABLILLA PARA MOLD. MDF 4570x77x15 MM;945;4,988
3623274293;789621;TABLILLA PARA MOLD. MDF 4570x90x17 MM;728;5,09
3623289298;789707;TABLILLA PARA MOLD. MDF 4880x109x12 MM;858;5,477
3623289306;789707;TABLILLA PARA MOLD. MDF 4880x109x12 MM;832;5,311
3623289309;789707;TABLILLA PARA MOLD. MDF 4880x109x12 MM;858;5,477
3623283953;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623284040;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623299963;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623299973;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;275;2,487
3623299981;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;319;2,885
3623301425;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623301521;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;374;3,382
3623302844;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;572;5,172
3623302850;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;638;5,769
3623302854;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623302860;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623302888;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;572;5,172
3623302911;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;264;2,387
3623303229;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;168;1,519
3623287757;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;751;5,051
3623287769;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;781;5,253
3623287795;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;721;4,849
3623287831;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;760;5,118
3623287841;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623287847;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;760;5,118
3623287851;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623288027;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;838;5,637
3623303146;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303152;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;821;5,522
3623303170;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;781;5,253
3623303213;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303231;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303239;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303247;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303257;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303268;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;600;4,041
3623263261;789753;TABLILLA PARA MOLD. MDF 4880x115x14 MM;1;0,008
3622858616;789754;TABLILLA PARA MOLD. MDF 4880x115x15 MM;329;2,77
3623292216;789794;TABLILLA PARA MOLD. MDF 4880x119x18 MM;340;3,554
3623290920;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;620;5,422
3623290926;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;621;5,431
3623290932;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;405;3,542
3623288564;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;711;5,538
3623288574;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;702;5,468
3623288580;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;702;5,468
3623288596;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623288604;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623288621;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623194044;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;1;0,009
3623293269;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293315;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293323;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293340;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293354;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293430;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;495;4,532
3623281035;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;576;5,65
3623287803;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;567;5,562
3623287818;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;540;5,297
3623287825;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;135;1,324
3623300241;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;567;5,562
3623283820;789855;TABLILLA PARA MOLD. MDF 4880x134x20 MM;450;5,885
3623303072;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;486;5,763
3623303080;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;483;5,728
3623303092;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;486;5,763
3623303105;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;483;5,728
3623303116;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;135;1,601
3623281733;789882;TABLILLA PARA MOLD. MDF 4880x138x30 MM;264;5,334
3623287217;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;640;5,247
3623302193;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;656;5,378
3623302469;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;672;5,509
3623287748;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623287752;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623287758;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623280157;789897;TABLILLA PARA MOLD. MDF 4880x140x25 MM;288;4,919
3623280160;789897;TABLILLA PARA MOLD. MDF 4880x140x25 MM;288;4,919
3623255972;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;1;0,008
3623295675;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;624;5,152
3623295684;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;616;5,086
3623296432;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302761;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;704;5,813
3623302770;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302774;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302784;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302785;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;690;5,697
3623289992;789901;TABLILLA PARA MOLD. MDF 4880x141x14 MM;552;5,317
3623290003;789901;TABLILLA PARA MOLD. MDF 4880x141x14 MM;552;5,317
3623271249;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;528;5,45
3623271273;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;528;5,45
3623271281;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;384;3,963
3623289506;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;480;4,954
3623289543;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;480;4,954
3623289973;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;216;2,229
3623276713;789911;TABLILLA PARA MOLD. MDF 4880x142x15 MM;504;5,239
3623280959;789961;TABLILLA PARA MOLD. MDF 4880x153x17 MM;518;6,575
3623303048;790019;TABLILLA PARA MOLD. MDF 4880x166x15 MM;448;5,444
3623302974;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;378;5,711
3623303038;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;378;5,711
3623303039;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;63;0,952
3623302554;790099;TABLILLA PARA MOLD. MDF 4880x185x15 MM;246;3,331
3623302555;790099;TABLILLA PARA MOLD. MDF 4880x185x15 MM;360;4,875
3623269324;790100;TABLILLA PARA MOLD. MDF 4880x185x17 MM;1;0,015
3623302553;790100;TABLILLA PARA MOLD. MDF 4880x185x17 MM;342;5,249
3623302203;790101;TABLILLA PARA MOLD. MDF 4880x185x18 MM;324;5,265
3623301741;790154;TABLILLA PARA MOLD. MDF 4880x203x25 MM;138;3,418
3623236964;790216;TABLILLA PARA MOLD. MDF 4880x235x17 MM;1;0,019
3623236972;790216;TABLILLA PARA MOLD. MDF 4880x235x17 MM;1;0,019
3623297363;790272;TABLILLA PARA MOLD. MDF 4880x32x9 MM;1694;2,389
3623291819;790309;TABLILLA PARA MOLD. MDF 4880x43x17 MM;1619;5,779
3623148880;790357;TABLILLA PARA MOLD. MDF 4880x58x15 MM;1;0,004
3623227696;790357;TABLILLA PARA MOLD. MDF 4880x58x15 MM;1;0,004
3623175471;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175480;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175485;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175497;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623228503;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623228525;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623189298;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1;0,005
3623288921;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;700;3,402
3623296157;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297095;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1106;5,376
3623297107;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297131;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1099;5,342
3623297152;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297189;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1090;5,298
3623297603;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1215;5,905
3623302561;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1050;5,104
3623302563;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;336;1,633
3623300808;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;420;2,066
3623303188;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623303269;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623273565;790531;TABLILLA PARA MOLD. MDF 4880x89x17 MM;702;5,183
3623282247;790531;TABLILLA PARA MOLD. MDF 4880x89x17 MM;780;5,759
3623286801;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623288825;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302141;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302160;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302184;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302194;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302213;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302220;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;780;4,111
3623302562;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302564;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;975;5,139
3623302565;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;663;3,494
3623302933;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303047;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303050;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303065;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
