lote;SKU;descripción;piezas;volumen
3623302854-789710-594;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623302860-789710-594;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;594;5,371
3623302888-789710-572;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;572;5,172
3623302911-789710-264;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;264;2,387
3623303229-789710-168;789710;TABLILLA PARA MOLD. MDF 4880x109x17 MM;168;1,519
3623287757-789752-751;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;751;5,051
3623287769-789752-781;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;781;5,253
3623287795-789752-721;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;721;4,849
3623287831-789752-760;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;760;5,118
3623287841-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623287847-789752-760;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;760;5,118
3623287851-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623288027-789752-838;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;838;5,637
3623303146-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303152-789752-821;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;821;5,522
3623303170-789752-781;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;781;5,253
3623303213-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303231-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303239-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303247-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303257-789752-801;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;801;5,388
3623303268-789752-600;789752;TABLILLA PARA MOLD. MDF 4880x115x12 MM;600;4,041
3623263261-789753-1;789753;TABLILLA PARA MOLD. MDF 4880x115x14 MM;1;0,008
3622858616-789754-329;789754;TABLILLA PARA MOLD. MDF 4880x115x15 MM;329;2,77
3623292216-789794-340;789794;TABLILLA PARA MOLD. MDF 4880x119x18 MM;340;3,554
3623290920-789824-620;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;620;5,422
3623290926-789824-621;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;621;5,431
3623290932-789824-405;789824;TABLILLA PARA MOLD. MDF 4880x128x14 MM;405;3,542
3623288564-789843-711;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;711;5,538
3623288574-789843-702;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;702;5,468
3623288580-789843-702;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;702;5,468
3623288596-789843-756;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623288604-789843-756;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623288621-789843-756;789843;TABLILLA PARA MOLD. MDF 4880x133x12 MM;756;5,888
3623194044-789851-1;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;1;0,009
3623293269-789851-621;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293315-789851-621;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293323-789851-621;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293340-789851-621;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293354-789851-621;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;621;5,685
3623293430-789851-495;789851;TABLILLA PARA MOLD. MDF 4880x134x14 MM;495;4,532
3623281035-789852-576;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;576;5,65
3623287803-789852-567;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;567;5,562
3623287818-789852-540;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;540;5,297
3623287825-789852-135;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;135;1,324
3623300241-789852-567;789852;TABLILLA PARA MOLD. MDF 4880x134x15 MM;567;5,562
3623283820-789855-450;789855;TABLILLA PARA MOLD. MDF 4880x134x20 MM;450;5,885
3623303072-789863-486;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;486;5,763
3623303080-789863-483;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;483;5,728
3623303092-789863-486;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;486;5,763
3623303105-789863-483;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;483;5,728
3623303116-789863-135;789863;TABLILLA PARA MOLD. MDF 4880x135x18 MM;135;1,601
3623281733-789882-264;789882;TABLILLA PARA MOLD. MDF 4880x138x30 MM;264;5,334
3623287217-789890-640;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;640;5,247
3623302193-789890-656;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;656;5,378
3623302469-789890-672;789890;TABLILLA PARA MOLD. MDF 4880x140x12 MM;672;5,509
3623287748-789893-432;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623287752-789893-432;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623287758-789893-432;789893;TABLILLA PARA MOLD. MDF 4880x140x17 MM;432;5,017
3623280157-789897-288;789897;TABLILLA PARA MOLD. MDF 4880x140x25 MM;288;4,919
3623280160-789897-288;789897;TABLILLA PARA MOLD. MDF 4880x140x25 MM;288;4,919
3623255972-789900-1;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;1;0,008
3623295675-789900-624;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;624;5,152
3623295684-789900-616;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;616;5,086
3623296432-789900-672;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302761-789900-704;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;704;5,813
3623302770-789900-672;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302774-789900-672;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302784-789900-672;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;672;5,549
3623302785-789900-690;789900;TABLILLA PARA MOLD. MDF 4880x141x12 MM;690;5,697
3623289992-789901-552;789901;TABLILLA PARA MOLD. MDF 4880x141x14 MM;552;5,317
3623290003-789901-552;789901;TABLILLA PARA MOLD. MDF 4880x141x14 MM;552;5,317
3623271249-789902-528;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;528;5,45
3623271273-789902-528;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;528;5,45
3623271281-789902-384;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;384;3,963
3623289506-789902-480;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;480;4,954
3623289543-789902-480;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;480;4,954
3623289973-789902-216;789902;TABLILLA PARA MOLD. MDF 4880x141x15 MM;216;2,229
3623276713-789911-504;789911;TABLILLA PARA MOLD. MDF 4880x142x15 MM;504;5,239
3623280959-789961-518;789961;TABLILLA PARA MOLD. MDF 4880x153x17 MM;518;6,575
3623303048-790019-448;790019;TABLILLA PARA MOLD. MDF 4880x166x15 MM;448;5,444
3623302974-790046-378;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;378;5,711
3623303038-790046-378;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;378;5,711
3623303039-790046-63;790046;TABLILLA PARA MOLD. MDF 4880x172x18 MM;63;0,952
3623302554-790099-246;790099;TABLILLA PARA MOLD. MDF 4880x185x15 MM;246;3,331
3623302555-790099-360;790099;TABLILLA PARA MOLD. MDF 4880x185x15 MM;360;4,875
3623269324-790100-1;790100;TABLILLA PARA MOLD. MDF 4880x185x17 MM;1;0,015
3623302553-790100-342;790100;TABLILLA PARA MOLD. MDF 4880x185x17 MM;342;5,249
3623302203-790101-324;790101;TABLILLA PARA MOLD. MDF 4880x185x18 MM;324;5,265
3623301741-790154-138;790154;TABLILLA PARA MOLD. MDF 4880x203x25 MM;138;3,418
3623236964-790216-1;790216;TABLILLA PARA MOLD. MDF 4880x235x17 MM;1;0,019
3623236972-790216-1;790216;TABLILLA PARA MOLD. MDF 4880x235x17 MM;1;0,019
3623297363-790272-1694;790272;TABLILLA PARA MOLD. MDF 4880x32x9 MM;1694;2,389
3623291819-790309-1619;790309;TABLILLA PARA MOLD. MDF 4880x43x17 MM;1619;5,779
3623148880-790357-1;790357;TABLILLA PARA MOLD. MDF 4880x58x15 MM;1;0,004
3623227696-790357-1;790357;TABLILLA PARA MOLD. MDF 4880x58x15 MM;1;0,004
3623175471-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175480-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175485-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623175497-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623228503-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623228525-790446-1;790446;TABLILLA PARA MOLD. MDF 4880x77x15 MM;1;0,006
3623189298-790481-1;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1;0,005
3623288921-790481-700;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;700;3,402
3623296157-790481-1092;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297095-790481-1106;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1106;5,376
3623297107-790481-1092;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297131-790481-1099;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1099;5,342
3623297152-790481-1092;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1092;5,308
3623297189-790481-1090;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1090;5,298
3623297603-790481-1215;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1215;5,905
3623302561-790481-1050;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;1050;5,104
3623302563-790481-336;790481;TABLILLA PARA MOLD. MDF 4880x83x12 MM;336;1,633
3623300808-790489-420;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;420;2,066
3623303188-790489-1092;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623303269-790489-1092;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623273565-790531-702;790531;TABLILLA PARA MOLD. MDF 4880x89x17 MM;702;5,183
3623282247-790531-780;790531;TABLILLA PARA MOLD. MDF 4880x89x17 MM;780;5,759
3623286801-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623288825-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302141-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302160-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302184-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302194-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302213-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302220-790538-780;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;780;4,111
3623302562-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623302564-790538-975;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;975;5,139
3623302565-790538-663;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;663;3,494
3623302933-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303047-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303050-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303065-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303069-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303070-790538-975;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;975;5,139
3623303081-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303091-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303104-790538-1053;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303109-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303110-790538-1053;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303122-790538-1053;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1053;5,55
3623303159-790538-1131;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1131;5,961
3623303169-790538-1014;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;1014;5,344
3623303178-790538-286;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;286;1,507
3623302077-790539-897;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;897;5,515
3623302086-790539-819;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;819;5,036
3623302098-790539-273;790539;TABLILLA PARA MOLD. MDF 4880x90x14 MM;273;1,679
3623291639-790540-611;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;611;4,025
3623291703-790540-819;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;819;5,396
3623291728-790540-819;790540;TABLILLA PARA MOLD. MDF 4880x90x15 MM;819;5,396
3623284822-790542-700;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;700;5,534
3623292511-790542-650;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;650;5,139
3623292651-790542-702;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292657-790542-702;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292660-790542-702;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;702;5,55
3623292669-790542-434;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;434;3,431
3623301825-790545-468;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301831-790545-468;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301853-790545-468;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301858-790545-468;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301879-790545-468;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;468;5,139
3623301940-790545-300;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;300;3,294
3623288453-790630-290;790630;TABLILLA PARA MOLD. MDF 5185x115x30 MM;290;5,188
3623297852-790652-1380;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;1380;3,091
3623297870-790652-960;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;960;2,15
3623298060-790652-1890;790652;TABLILLA PARA MOLD. MDF 5185x36x12 MM;1890;4,233
3623181902-790665-1;790665;TABLILLA PARA MOLD. MDF 5185x57x14 MM;1;0,004
3623284730-790667-100;790667;TABLILLA PARA MOLD. MDF 5185x57x17 MM;100;0,502
3623292387-790669-1380;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623293989-790669-1380;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623294700-790669-1380;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623294734-790669-1380;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1380;5,81
3623295010-790669-1440;790669;TABLILLA PARA MOLD. MDF 5185x58x14 MM;1440;6,063
3623290120-790670-1260;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1260;5,684
3623290135-790670-1260;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1260;5,684
3623290148-790670-1320;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;1320;5,954
3623290748-790670-540;790670;TABLILLA PARA MOLD. MDF 5185x58x15 MM;540;2,436
3623240587-790692-1;790692;TABLILLA PARA MOLD. MDF 5185x65x15 MM;1;0,005
3623271574-790713-856;790713;TABLILLA PARA MOLD. MDF 5185x77x15 MM;856;5,12
3623271591-790713-856;790713;TABLILLA PARA MOLD. MDF 5185x77x15 MM;856;5,12
3623302817-790734-1004;790734;TABLILLA PARA MOLD. MDF 5185x83x12 MM;1004;5,185
3623297614-790741-420;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;420;5,422
3623297623-790741-420;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;420;5,422
3623297814-790741-390;790741;TABLILLA PARA MOLD. MDF 5185x83x30 MM;390;5,035
3623188450-790772-1;790772;TABLILLA PARA MOLD. MDF 5185x90x17 MM;1;0,008
3623288933-790776-338;790776;TABLILLA PARA MOLD. MDF 5185x90x25 MM;338;3,943
3623292592-804605-476;804605;TABLILLA PARA MOLD. MDF 4880x156x14 MM;476;5,074
3623292616-804605-483;804605;TABLILLA PARA MOLD. MDF 4880x156x14 MM;483;5,149
3623303251-1015927-432;1015927;TABLILLA PARA MOLD. MDF 4880x128x17 MM;432;4,587
3623280818-1321820-216;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623280825-1321820-220;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;220;5,26
3623281817-1321820-215;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;215;5,14
3623281841-1321820-216;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623282168-1321820-216;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623282737-1321820-216;1321820;TABLILLA PARA MOLD. MDF 4900x287x17 MM;216;5,164
3623293024-1620226-630;1620226;TABLILLA PARA MOLD. MDF 4324x58x15 MM;630;2,37
3623139309-1680105-90;1680105;TABLILLA PARA MOLD. MDF 5185x117x17 MM;90;0,928
3623296791-1704653-2720;1704653;TABLILLA PARA MOLD. MDF 4270x32x10 MM;2720;3,717
3623296798-1704653-2625;1704653;TABLILLA PARA MOLD. MDF 4270x32x10 MM;2625;3,587
3623291793-1704655-250;1704655;TABLILLA PARA MOLD. MDF 4270x33x9 MM;250;0,317
3623294853-1704659-854;1704659;TABLILLA PARA MOLD. MDF 4270x41x15 MM;854;2,243
3623293931-1765305-380;1765305;TABLILLA PARA MOLD. MDF 2482x117x17 MM;380;1,876
3623289213-1769814-990;1769814;TABLILLA PARA MOLD. MDF 5185x43x12 MM;990;2,649
3623286974-1783386-1395;1783386;TABLILLA PARA MOLD. MDF 4880x24x20 MM;1395;3,268
3623287295-1783386-1656;1783386;TABLILLA PARA MOLD. MDF 4880x24x20 MM;1656;3,879
3623297444-1836509-1800;1836509;TABLILLA PARA MOLD. MDF 4376x35x12 MM;1800;3,308
3623292155-789356-630;789356;TABLILLA PARA MOLD. MDF 3660x84x12 MM;630;2,324
3623279174-789709-504;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;504;4,021
3623279187-789709-504;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;504;4,021
3623279378-789709-111;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;111;0,886
3623296039-789709-465;789709;TABLILLA PARA MOLD. MDF 4880x109x15 MM;465;3,71
3623249327-789904-110;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;110;1,362
3623265712-789904-180;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;180;2,229
3623272287-789904-64;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;64;0,793
3623292143-789904-210;789904;TABLILLA PARA MOLD. MDF 4880x141x18 MM;210;2,601
3623229864-790417-880;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;880;5,11
3623254428-790417-368;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;368;2,137
3623259429-790417-780;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;780;4,53
3623259725-790417-759;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;759;4,408
3623266723-790417-780;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;780;4,53
3623269216-790417-800;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;800;4,646
3623269854-790417-51;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;51;0,296
3623276583-790417-736;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;736;4,274
3623280028-790417-864;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;864;5,017
3623280058-790417-60;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;60;0,348
3623280431-790417-273;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;273;1,585
3623282895-790417-175;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;175;1,016
3623289764-790417-816;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;816;4,739
3623289919-790417-800;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;800;4,646
3623290569-790417-158;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;158;0,918
3623294864-790417-810;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;810;4,704
3623295149-790417-848;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;848;4,925
3623295788-790417-310;790417;TABLILLA PARA MOLD. MDF 4880x70x17 MM;310;1,8
3623194102-790426-60;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;60;0,374
3623249182-790426-879;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;879;5,488
3623259128-790426-105;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;105;0,655
3623260754-790426-680;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;680;4,241
3623267249-790426-460;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;460;2,869
3623268467-790426-848;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;848;5,289
3623268746-790426-378;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;378;2,357
3623285200-790426-400;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;400;2,495
3623298425-790426-496;790426;TABLILLA PARA MOLD. MDF 4880x71x18 MM;496;3,093
3623143448-790489-240;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;240;1,181
3623299502-790489-1106;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1106;5,44
3623299840-790489-424;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;424;2,086
3623301718-790489-1120;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1120;5,509
3623301931-790489-1092;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1092;5,372
3623302506-790489-1106;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1106;5,44
3623302741-790489-1078;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;1078;5,303
3623302870-790489-520;790489;TABLILLA PARA MOLD. MDF 4880x84x12 MM;520;2,558
3623183630-790490-153;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;153;0,878
3623235356-790490-111;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;111;0,637
3623274958-790490-425;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;425;2,439
3623275059-790490-111;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;111;0,637
3623276363-790490-336;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;336;1,928
3623279403-790490-93;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;93;0,534
3623283070-790490-420;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;420;2,41
3623286873-790490-232;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;232;1,331
3623297774-790490-258;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;258;1,481
3623298087-790490-585;790490;TABLILLA PARA MOLD. MDF 4880x84x14 MM;585;3,357
3623273925-790538-221;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;221;1,165
3623283411-790538-598;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;598;3,152
3623294869-790538-830;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;830;4,374
3623295154-790538-897;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;897;4,728
3623295342-790538-604;790538;TABLILLA PARA MOLD. MDF 4880x90x12 MM;604;3,183
3623252078-790541-364;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;364;2,718
3623253543-790541-168;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;168;1,254
3623262384-790541-344;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;344;2,568
3623264269-790541-1;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;1;0,007
3623265246-790541-238;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;238;1,777
3623269329-790541-144;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;144;1,075
3623269559-790541-506;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;506;3,778
3623269621-790541-247;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;247;1,844
3623270008-790541-628;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;628;4,689
3623270122-790541-767;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;767;5,727
3623270353-790541-554;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;554;4,136
3623271826-790541-200;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;200;1,493
3623272916-790541-481;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;481;3,591
3623275086-790541-96;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;96;0,717
3623302400-790541-429;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;429;3,203
3623302580-790541-403;790541;TABLILLA PARA MOLD. MDF 4880x90x17 MM;403;3,009
3623281354-790542-420;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;420;3,32
3623292193-790542-34;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;34;0,269
3623302318-790542-424;790542;TABLILLA PARA MOLD. MDF 4880x90x18 MM;424;3,352
3623190428-790545-98;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;98;1,076
3623286542-790545-35;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;35;0,384
3623301734-790545-175;790545;TABLILLA PARA MOLD. MDF 4880x90x25 MM;175;1,922
3623247188-1034265-6;1034265;MOL°S4S E2E 234A PP KH 5185x57x15/510;6;0,027
3623247282-1034265-6;1034265;MOL°S4S E2E 234A PP KH 5185x57x15/510;6;0,027
3623223753-1754499-24;1754499;MOL°BASE M0655D PP ME 4270x130,18x12/HC;24;0,16
3623193249-1803414-8;1803414;MOL°BASE 387MUL-7 PP ME 4880x184x12/HC_1;8;0,086
3623192452-1822841-12;1822841;MOL°BASE B314 PP EE 4880x82,74x14/HC360;12;0,068
3123837358;798374;TRU UL C2 3660x1524x18/1RA/TA44;1;0,099
3124063695;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
